account_id,platform_id,occur_date,activity_type,time_spent,kills,deaths,suicides,money_earned,rp_earned,success,item,item_type,item_sub_type,money_spent
6299,XBOX,2020-09-26,Heist,1.7353313346374448,0,0,0,0.0,76.20687771103852,1,Assault Rifle,WEAPON,ASSAULT RIFLES,3308.4283313690817
2963,PC,2020-11-16,Heist,5.744644991948542,0,0,0,0.0,497.00137637633816,0,Sticky Bomb,WEAPON,PROJECTILES,239.3653682408596
511,PS4,2020-11-26,Heist,0.8477755771090644,5,0,0,0.0,33.133425091755875,0,Phantom Custom,PROPERTY,MOBILE OPERATION CENTER,13962.979814050144
369,PC,2020-11-19,Heist,0.2949278041303854,7,0,0,0.0,41.41678136469484,0,Carbine Rifle,WEAPON,ASSAULT RIFLES,5186.249645218625
5888,PS4,2020-11-25,Heist,1.0367273809646511,51,0,0,0.0,566.5815690690254,1,AP Pistol,WEAPON,HAND GUNS,1994.7114020071635
1984,XBOX,2020-09-18,Gunrunner,1.9346969963476743,0,0,0,0.0,497.00137637633816,0,RPG,WEAPON,HEAVY WEAPON,9529.534251949024
5016,PC,2020-11-03,Race,0.4913211659858905,0,0,0,265.0358215864353,419.1378274107118,1,Warehouse Technician 3,PROPERTY,WAREHOUSE TECHNICIAN,73604.85073406434
6710,PC,2020-11-07,Heist,1.588829376888872,0,0,0,519.67808154203,132.5337003670235,0,Pipe Bomb,WEAPON,PROJECTILES,199.47114020071635
5593,PS4,2020-11-17,Heist,2.367825935359621,0,0,0,240618.74692518305,1626.5198377542958,1,Grotti Brioso R/A ,CAR,COMPACT,61836.05346222207
5420,XBOX,2020-11-10,Freeroam - Business Battles,6.2742547842448335,0,0,0,1299.195203855075,331.33425091755873,0,Annis Elegy RH8,CAR,SPORT,0.0
8605,PC,2020-10-29,Biker,2.637240598373366,0,0,0,0.0,265.067400734047,0,San Chianski cannabis farm ,PROPERTY,BUSINESS - WEED,285243.7304870244
1719,PC,2020-09-23,Heist,2.6211739666131937,75,0,0,0.0,329.0149111611358,0,Pump Shotgun,WEAPON,SHOTGUNS,1396.2979814050143
243,XBOX,2020-09-06,Heist,0.6752686977224329,0,0,0,0.0,0.0,0,Knife,WEAPON,MELEE,159.5769121605731
1389,PC,2020-11-27,Heist,1.3050179742151549,0,0,0,0.0,0.0,0,Maxwell Vagrant,CAR,OFF_ROAD,883258.208808772
1397,PS4,2020-11-11,Heist,3.247913113980313,0,0,0,0.0,497.00137637633816,0,Knuckle Duster,WEAPON,MELEE,2962.1464319806378
3580,XBOX,2020-09-05,Heist,4.57193759472104,5,0,0,0.0,497.00137637633816,0,Enus Huntley,CAR,SUV,0.0
3047,XBOX,2020-11-13,Heist,2.210310255603907,0,0,0,0.0,66.26685018351175,0,Combat MG,WEAPON,MACHINE GUNS,5786.25883494238
1880,PC,2020-09-24,Executive,1.394278840943296,0,0,0,9720.058837162129,497.00137637633816,1,Imponte Dukes,CAR,MUSCLE,24734.42138488883
7652,PS4,2020-11-03,Freeroam - Business Battles,6.987606749378612,0,0,0,23385.513669391352,3313.342509175587,1,Obey 8F Drafter,CAR,SPORTS,286440.55732822866
4059,XBOX,2020-11-16,Heist,4.481703975313171,3,0,0,0.0,367.1183500166551,0,Pegassi Bati 801RR,BIKE,MOTORCYCLE,5984.134206021491
6482,PC,2020-11-07,Executive,1.896867725469368,0,0,0,0.0,828.3356272938968,1,Ubermacht Rebla GTS,CAR,SUV,468757.17947168346
8293,PC,2020-11-25,Executive,4.890784306409624,0,0,0,0.0,994.0027527526764,1,Proximity Mine,WEAPON,PROJECTILES,398.9422804014327
8300,XBOX,2020-11-30,Executive,2.3724357022252205,0,0,0,0.0,497.00137637633816,1,Grotti Turismo R,CAR,SUPER,0.0
2077,XBOX,2020-09-15,Biker,0.1513170835132259,0,0,0,0.0,0.0,0,Dundreary Virgo Classic,CAR,MUSCLE,65825.4762662364
647,PC,2020-11-20,Heist,0.4848685732103622,0,0,0,0.0,66.26685018351175,1,Dinka Sugoi,CAR,SPORTS,219737.4080451092
1385,XBOX,2020-09-10,Heist,2.079134556742603,0,0,0,740.5412661973927,365.1303445111497,0,Phantom Custom,PROPERTY,MOBILE OPERATION CENTER,239.3653682408596
8284,XBOX,2020-10-23,Heist,1.8405453453131235,5,0,0,197.4776709859714,159.70310894226333,0,Combat PDW,WEAPON,MACHINE GUNS,4687.571794716834
8847,PC,2020-11-07,Biker,4.226069975262238,0,0,0,4781.038350186676,662.6685018351175,0,,PROPERTY,CONTRABAND WAREHOUSE,143619.22094451578
5401,PC,2020-10-10,Heist,1.7887840943884927,9,0,0,0.0,497.00137637633816,0,BeeJay XL,CAR,SUV,0.0
9432,XBOX,2020-11-10,Biker,1.5401917429024783,0,0,0,0.0,0.0,0,Karin Futo,CAR,SPORT,3590.4805236128946
3012,PS4,2020-11-29,Casino,1.108413849279042,27,3,0,220.8631846553628,226.96396187852773,0,Paleto Bay Facility,PROPERTY,FACILITY,498677.8505017909
532,PC,2020-09-12,Heist,1.9976989449047169,5,0,0,462.51349257240673,315.43020687351594,0,Vapid Ellie,CAR,SPORTS CLASSIC,169051.79132010712
5032,XBOX,2020-09-19,Biker,1.523979198240347,0,11,0,519.67808154203,132.5337003670235,0,Knife,WEAPON,MELEE,157.98114303896736
7636,XBOX,2020-10-18,Executive,1.4915541089160842,0,0,0,5716.45889696233,795.2022022021409,1,Del Perro Heights Apt 7,PROPERTY,HIGH END,79788.45608028655
647,PC,2020-10-15,Heist,2.0860140798609,0,0,0,0.0,497.00137637633816,0,Enus Huntley,CAR,SUV,0.0
8044,XBOX,2020-09-27,Gunrunner,0.6809268758095167,0,0,0,0.0,0.0,0,Phantom Custom,PROPERTY,MOBILE OPERATION CENTER,19947.11402007164
8481,PC,2020-09-01,Heist,0.6384067753423003,0,0,0,207.871232616812,111.32830830829973,0,Grapeseed Arcade,PROPERTY,ARCADE,624344.6688282422
9056,PC,2020-10-31,Casino,0.7389137438844063,1,0,0,96.14044508527556,84.15889973305993,0,Sticky Bomb,WEAPON,PROJECTILES,239.3653682408596
1868,PC,2020-10-13,Executive,4.236878338370326,0,0,0,0.0,994.0027527526764,1,Storage Levels B1-B2,PROPERTY,NIGHTCLUB WAREHOUSE,157582.20075856592
638,PS4,2020-11-09,Heist,0.988673398586094,13,0,0,0.0,66.26685018351175,0,Jerry Can,WEAPON,PROJECTILES,37.10163207733324
8675,PC,2020-09-28,Gunrunner,0.1026794495268318,0,0,0,649337.7628867665,994.0027527526764,0,Oppressor Mk II,BIKE,MOTORCYCLE,1551985.2063316735
7535,XBOX,2020-09-05,Heist,1.7887840943884927,1,0,0,0.0,165.66712545877937,0,Combat PDW,WEAPON,MACHINE GUNS,4687.571794716834
6203,XBOX,2020-11-28,Heist,2.605053293037481,3,0,0,444.3247597184357,173.61914748080076,0,Jerry Can,WEAPON,PROJECTILES,36.70268979693181
675,XBOX,2020-10-13,Heist,0.5558903271936055,5,0,0,0.0,72.89353520186292,0,Schafter V12,CAR,SEDAN,46277.30452656619
5455,PC,2020-10-28,Gunrunner,1.5780210137807846,0,0,0,0.0,132.5337003670235,0,Pfister Comet,CAR,SPORT,39894.22804014327
8833,XBOX,2020-09-26,Heist,2.4695434405698338,0,0,0,5331.897116621228,463.5366170336647,1,Combat MG,WEAPON,MACHINE GUNS,5845.302292441792
4740,PS4,2020-10-14,Race,2.63136625302412,0,0,0,3694.9111597638334,1799.144982482344,1,Proximity Mine,WEAPON,PROJECTILES,398.9422804014327
8853,PS4,2020-09-19,Biker,0.6593101495933416,0,0,0,0.0,0.0,0,Special Carbine,WEAPON,ASSAULT RIFLES,5884.398635921133
4219,PC,2020-11-01,Race,3.210294606182615,0,0,0,2912.795647043078,955.899313897157,1,Sticky Bomb,WEAPON,PROJECTILES,239.3653682408596
8055,PC,2020-09-17,Heist,2.644465989111123,0,0,0,5430.635952114213,568.9009088254484,1,Knuckle Duster,WEAPON,MELEE,2992.067103010745
6223,XBOX,2020-11-16,Executive,1.6590837370914415,0,0,0,10262.602754292007,497.00137637633816,1,Canis Bodhi,CAR,OFF ROAD,9973.557010035818
6714,PC,2020-09-25,Heist,0.4759030360122035,0,0,0,0.0,132.5337003670235,1,BeeJay XL,CAR,SUV,0.0
6366,PC,2020-11-22,Heist,1.7479392902030295,11,0,0,0.0,235.2473181514667,1,Grenade,WEAPON,PROJECTILES,99.73557010035816
6450,PC,2020-09-09,Executive,1.6374670108752662,0,0,0,0.0,828.3356272938968,1,Western Gargoyle ,BIKE,MOTORCYCLE,47873.07364817193
8966,XBOX,2020-11-26,Heist,0.591239078738606,0,0,0,0.0,205.4272355688864,0,Pegassi Bati 801,BIKE,MOTORCYCLE,5984.134206021491
2132,XBOX,2020-11-11,Executive,3.242508932426269,0,0,0,4807.0222542637775,894.6024774774086,1,Annis Elegy RH8,CAR,SPORT,0.0
1270,PC,2020-11-10,Heist,0.2856542285836463,0,1,0,0.0,8.283356272938969,0,Grenade,WEAPON,PROJECTILES,99.73557010035816
9070,XBOX,2020-09-06,Heist,0.1493283447013378,0,0,0,0.0,66.26685018351175,0,Storage Levels B1-B3,PROPERTY,NIGHTCLUB WAREHOUSE,323043.51155506016
202,PC,2020-09-20,Heist,1.9076760885774555,0,0,0,0.0,165.66712545877937,0,Micro SMG,WEAPON,MACHINE GUNS,1496.0335515053728
371,PS4,2020-11-28,Heist,0.902795549510784,0,0,0,0.0,0.0,0,AP Pistol,WEAPON,HAND GUNS,1914.922945926877
2878,XBOX,2020-11-21,Heist,3.350592563507145,0,0,0,0.0,497.00137637633816,0,Paleto Bay Counterfit Cash Factory,PROPERTY,BUSINESS - CASH,379633.47403000336
6732,XBOX,2020-09-10,Gunrunner,1.248365938984114,0,0,0,1870.841093551308,198.80055055053523,0,Ocelot Ardent,CAR,SPORT CLASSIC,275270.17347698857
461,PS4,2020-11-09,Biker,1.8482300914829737,0,0,0,0.0,165.66712545877937,0,Minigun,WEAPON,HEAVY WEAPON,19149.22945926877
3224,PS4,2020-11-15,Heist,3.745097816952341,0,0,0,1299.195203855075,331.33425091755873,0,La Mesa Arcade,PROPERTY,ARCADE,523611.7430268804
544,PS4,2020-11-25,Executive,1.7509548235101853,0,0,0,0.0,0.0,0,Annis Elegy RH8,CAR,SPORT,0.0
3222,XBOX,2020-11-21,Heist,2.068093813827691,29,0,0,0.0,0.0,0,Karin Kuruma (Armored),CAR,SPORT,209444.69721075217
1150,XBOX,2020-09-13,Race,1.7938315999599692,0,0,0,232.0362634085164,243.53067442440567,1,SMG,WEAPON,MACHINE GUNS,2962.1464319806378
2911,PC,2020-11-26,Heist,2.0211639012123745,0,0,0,0.0,0.0,0,Assault Rifle,WEAPON,ASSAULT RIFLES,3410.9564974322498
4508,PS4,2020-09-12,Heist,0.5281560674582528,0,0,0,0.0,0.0,0,Pipe Wrench,WEAPON,MELEE,2823.7134606813406
4511,PC,2020-09-19,Heist,0.945731771957662,0,0,0,0.0,0.0,0,Buzzard Attack Chopper,HELICOPTER,HELICOPTER,0.0
1180,PC,2020-11-15,Heist,5.593327908435316,0,0,0,0.0,331.33425091755873,0,Carbine Rifle,WEAPON,ASSAULT RIFLES,5186.249645218625
371,PS4,2020-11-24,Heist,1.943678746090495,0,0,0,0.0,0.0,0,Del Perro Heights Apt 20,PROPERTY,HIGH END,81783.1674822937
4809,XBOX,2020-11-02,Biker,3.242508932426269,0,9,0,259.839040771015,66.26685018351175,0,Nagasaki BF400 ,BIKE,MOTORCYCLE,37899.516638136105
8227,XBOX,2020-09-14,Executive,1.021390313714275,0,0,0,32739.71913714789,1756.0715298630612,1,AP Pistol,WEAPON,HAND GUNS,1994.7114020071635
3747,PC,2020-11-02,Heist,1.90126672925436,0,0,0,0.0,1013.5514735568122,1,Machete,WEAPON,MELEE,3550.586295572751
6033,XBOX,2020-09-16,Race,3.447311200779867,0,0,0,1743.5199635735107,743.8453933099194,1,Enus Windsor,CAR,COUPE,0.0
1364,XBOX,2020-09-20,Heist,1.7131255526318794,0,0,0,0.0,497.00137637633816,0,Pegassi FCR 1000,BIKE,MOTORCYCLE,53857.20785419342
9045,XBOX,2020-09-26,Casino,1.3374214468132015,39,1,0,267.63421199414546,293.8934805638746,0,Assault Rifle,WEAPON,ASSAULT RIFLES,3410.9564974322498
2393,PC,2020-10-20,Heist,2.1346517138472945,0,0,0,0.0,66.26685018351175,0,La Mesa Arcade,PROPERTY,ARCADE,748016.7757526863
5267,XBOX,2020-11-22,Executive,2.48592351486014,0,0,0,779.5171223130451,198.80055055053523,1,Maibatsu Sanchez 2,BIKE,MOTORCYCLE,3191.5382432114616
1844,XBOX,2020-11-11,Heist,4.81512576465301,0,0,0,0.0,497.00137637633816,0,Phantom Custom,PROPERTY,MOBILE OPERATION CENTER,2992.067103010745
3195,XBOX,2020-11-05,Biker,1.5077666535782153,0,0,0,122773.9467643046,265.067400734047,0,Bullpup Rifle,WEAPON,ASSAULT RIFLES,5784.663065820774
1529,PC,2020-11-09,Heist,1.9752175496398945,0,0,0,0.0,66.26685018351175,0,Casino Penthouse,PROPERTY,CASINO PENTHOUSE,598413.4206021491
6525,PC,2020-11-09,Heist,4.151519290724204,19,0,0,543.0635952114213,460.5546087754067,0,Vigilante,CAR,SUPER,1496033.5515053726
8868,XBOX,2020-10-18,Heist,1.4218239543242572,19,0,0,0.0,157.38376918584038,1,Ubermacht Rebla GTS,CAR,SUV,468757.17947168346
6243,XBOX,2020-09-13,Heist,4.210597803473011,59,0,0,740.5412661973927,870.0837429095093,0,Heavy Revolver,WEAPON,HAND GUNS,2353.759454368453
6926,XBOX,2020-11-01,Race,2.041316094227404,0,0,0,218.26479424765265,212.0539205872376,1,Marksman Rifle,WEAPON,ASSAULT RIFLES,6283.340916322565
5269,XBOX,2020-11-13,Executive,0.7349686913499544,0,0,0,5456.619856191314,728.9353520186291,1,BF Dune FAV,CAR,OFF ROAD,0.0
4223,XBOX,2020-09-06,Executive,2.756132592562329,0,0,0,0.0,927.7359025691644,1,Mini SMG,WEAPON,MACHINE GUNS,3266.539391926932
5801,PC,2020-10-23,Heist,2.7986094595771136,83,0,0,0.0,356.18431973637564,0,Senora Desert meth lab,PROPERTY,BUSINESS - METH,363037.4751653038
7582,XBOX,2020-11-10,Executive,1.9292928147936304,0,0,0,0.0,497.00137637633816,1,Zancudo River Cocaine Lockup,PROPERTY,BUSINESS - COKE,233381.23403483813
4239,XBOX,2020-09-05,Heist,0.1936480376260508,0,0,0,0.0,39.76011011010705,0,Up-n-Atomizer,WEAPON,HAND GUNS,159177.96988017164
8295,PC,2020-11-21,Heist,1.1632716962341405,3,0,0,0.0,24.850068818816904,0,Pistol .50,WEAPON,HAND GUNS,1555.8748935655876
116,PC,2020-09-09,Heist,0.8313846944556498,5,0,0,0.0,33.133425091755875,0,Karin Kuruma (Armored),CAR,SPORT,125666.8183264513
8901,PS4,2020-09-15,Heist,1.1519607442415267,0,0,0,0.0,542.0628345011261,1,Marksman Rifle,WEAPON,ASSAULT RIFLES,6283.340916322565
306,XBOX,2020-09-29,Heist,4.670547695537677,19,0,0,262276.3309734471,1565.8856698363825,1,3 Alta Street Apt 10,PROPERTY,HIGH END,86570.4748471109
2738,XBOX,2020-09-04,Heist,2.2373311633741264,0,0,0,0.0,497.00137637633816,0,The Pisces,PROPERTY,YACHT,2792595.962810029
7316,XBOX,2020-11-19,Heist,1.9972774187435012,0,0,0,0.0,530.134801468094,1,Enus Huntley,CAR,SUV,0.0
4797,PS4,2020-11-19,Heist,2.2729609323599367,0,0,0,0.0,163.679119953274,0,Widowmaker,WEAPON,HEAVY WEAPON,113471.1528145795
7926,PS4,2020-10-05,Heist,0.5708220808274286,0,0,0,0.0,165.66712545877937,1,Casino Penthouse,PROPERTY,CASINO PENTHOUSE,598413.4206021491
7552,XBOX,2020-11-14,Heist,2.053588990536637,0,0,0,0.0,198.80055055053523,0,Vespucci Canals Nightclub,PROPERTY,NIGHTCLUB,526603.8101298911
4854,PC,2020-11-27,Heist,1.913193757944134,15,0,0,0.0,0.0,0,Imponte Ruiner 2000,CAR,MUSCLE,916865.1065097888
4685,XBOX,2020-09-20,Heist,0.2267594580076771,0,0,0,0.0,0.0,0,Assault SMG,WEAPON,MACHINE GUNS,4956.4588917074
5301,XBOX,2020-10-15,Heist,1.9995471749962,17,0,0,779.5171223130451,198.80055055053523,0,Obey 8F Drafter,CAR,SPORTS,286440.55732822866
5088,XBOX,2020-09-28,Biker,2.361627339117133,0,0,0,0.0,0.0,0,Vapid Dominator GTX,CAR,MUSCLE,289233.1532910387
8788,XBOX,2020-09-13,Heist,4.317941061680982,23,0,0,0.0,497.00137637633816,1,Phantom Custom,PROPERTY,MOBILE OPERATION CENTER,2992.067103010745
3150,PS4,2020-11-19,Casino,1.2948689212566606,1,0,0,6101.020677303432,1244.8227806972682,1,AP Pistol,WEAPON,HAND GUNS,1974.764287987092
6074,XBOX,2020-09-08,Freeroam - Business Battles,1.594233558442916,0,0,0,129.9195203855075,33.133425091755875,1,Vintage Pistol,WEAPON,HAND GUNS,1334.8608702231938
7785,XBOX,2020-11-29,Race,1.4723422434914584,0,0,0,1418.721162609742,599.7149941607813,1,Pump Shotgun,WEAPON,SHOTGUNS,1326.4830823347638
866,PS4,2020-11-20,Heist,0.6925999079662511,0,0,0,0.0,99.40027527526762,1,Carbine Rifle,WEAPON,ASSAULT RIFLES,4978.79965940988
8478,PS4,2020-09-23,Executive,0.7079477835797355,0,0,0,5326.700335805808,695.8019269268733,1,Karin 190z,CAR,SPORT_CLASSIC,179524.02618064472
5335,PC,2020-11-24,Race,0.4178837428479894,0,0,0,795.1074647593059,561.6115553052621,1,Vysser Neo,CAR,SPORTS,748016.7757526863
166,XBOX,2020-10-12,Heist,0.5902987511482024,35,0,0,0.0,279.6461077744196,0,Flare Gun,WEAPON,HAND GUNS,2133.1443733064607
8146,PC,2020-11-14,Heist,0.5279020709252129,0,0,0,0.0,265.067400734047,1,Pegassi Osiris,CAR,SUPER,777937.4467827938
2989,XBOX,2020-11-22,Freeroam - Business Battles,0.951135953511706,0,0,0,129.9195203855075,33.133425091755875,0,Bravado Banshee and Topless,CAR,SPORT,0.0
2209,PS4,2020-11-07,Heist,0.2503541146726322,0,0,0,0.0,0.0,0,Vapid FMJ,CAR,SUPER,418889.39442150434
2446,XBOX,2020-09-12,Heist,0.3964183337153276,0,0,0,0.0,0.0,0,Micro SMG,WEAPON,MACHINE GUNS,1376.3508673849428
6782,XBOX,2020-09-12,Heist,4.100001227969505,29,0,0,0.0,33.133425091755875,0,Vapid Dominator GTX,CAR,MUSCLE,289233.1532910387
5269,XBOX,2020-10-22,Executive,0.7890105068903923,0,0,0,0.0,3445.8762095426114,1,Albany Lurcher,CAR,MUSCLE,181518.7375826519
2549,PC,2020-10-04,Heist,0.5869913920371276,0,0,0,0.0,8.283356272938969,0,Sticky Bomb,WEAPON,PROJECTILES,239.3653682408596
8879,XBOX,2020-09-27,Heist,3.793735450938735,0,0,0,0.0,331.33425091755873,0,SMG,WEAPON,MACHINE GUNS,2992.067103010745
2017,XBOX,2020-10-15,Biker,2.069801535198769,0,57,0,40924.64892143486,198.80055055053523,0,Oppressor Mk II,BIKE,MOTORCYCLE,1166906.1701741908
193,PS4,2020-11-18,Heist,2.367031520671177,0,0,0,909.4366426985524,231.9339756422912,0,Pegassi Zorrusso,CAR,SUPER,767963.889772758
1126,PS4,2020-11-09,Biker,5.533881911340833,0,0,0,74210.03004420189,662.6685018351175,0,Rogue,PLANE,PLANE,478730.7364817192
4854,PC,2020-11-06,Heist,0.328449942310119,0,0,0,0.0,0.0,1,Buzzard Attack Chopper,HELICOPTER,HELICOPTER,0.0
5156,PC,2020-11-15,Executive,0.7998188699984801,0,0,0,15915.66092530621,662.6685018351175,1,Deluxo,CAR,SPORT_CLASSIC,1416245.095425086
6453,XBOX,2020-09-17,Heist,0.6076840032075613,0,1,0,0.0,74.55020645645071,0,Annis Elegy RH8,CAR,SPORT,0.0
9419,XBOX,2020-09-24,Heist,4.483973731565869,51,0,0,262276.3309734471,1718.2994252584597,1,Bottle,WEAPON,MELEE,119.6826841204298
6579,XBOX,2020-10-06,Nightclub Owner,4.269303427694589,0,0,0,9354.20546775654,497.00137637633816,0,,PROPERTY,CONTRABAND WAREHOUSE,143619.22094451578
8966,XBOX,2020-11-28,Heist,4.858359217085361,0,0,0,0.0,497.00137637633816,0,Phantom Custom,PROPERTY,MOBILE OPERATION CENTER,1755.346033766304
5028,PC,2020-10-22,Race,1.21504375552188,0,0,0,706.7621908971608,313.11086711709305,1,Buzzard Attack Chopper,HELICOPTER,HELICOPTER,0.0
3808,XBOX,2020-10-09,Executive,2.988512399386212,0,0,0,0.0,497.00137637633816,1,Overflod Tyrant,CAR,SUPER,1003339.8352096032
5196,PC,2020-10-31,Heist,2.7777493187785045,3,0,0,0.0,265.067400734047,1,Proximity Mine,WEAPON,PROJECTILES,398.9422804014327
9283,XBOX,2020-10-23,Heist,0.8558818494401301,0,0,0,0.0,132.5337003670235,0,Sniper Rifle,WEAPON,SNIPER RIFLES,7899.057151948367
1501,PC,2020-09-07,Heist,2.015095005327184,37,0,0,0.0,391.6370845845544,0,Western Zombie Chopper,BIKE,MOTORCYCLE,0.0
503,PC,2020-11-01,Heist,0.5081119580743046,15,0,0,0.0,140.81705663996246,1,Buzzard Attack Chopper,HELICOPTER,HELICOPTER,0.0
5401,PC,2020-09-13,Heist,0.5671040039182464,0,0,0,0.0,132.5337003670235,1,Buzzard Attack Chopper,HELICOPTER,HELICOPTER,0.0
3131,PC,2020-09-24,Gunrunner,2.210310255603907,0,0,0,0.0,0.0,0,Tear Gas,WEAPON,PROJECTILES,59.841342060214906
1239,XBOX,2020-11-14,Heist,1.251332834657284,0,0,0,0.0,139.16038538537467,1,Oppressor Mk II,BIKE,MOTORCYCLE,1551985.2063316735
3579,XBOX,2020-09-26,Heist,0.7936256779375456,0,0,0,0.0,397.60110110107047,1,Hauler Custom,PROPERTY,MOBILE OPERATION CENTER,2992.067103010745
9258,PS4,2020-11-15,Heist,1.6590837370914415,0,0,0,649.5976019275375,165.66712545877937,0,Nagasaki Street Blazer,CAR,OFF ROAD,32314.32471251605
6297,PC,2020-09-24,Gunrunner,0.048637633986394,0,0,0,0.0,0.0,0,Phantom Custom,PROPERTY,MOBILE OPERATION CENTER,13962.979814050144
5194,PS4,2020-11-09,Casino,0.3061090557657019,13,0,0,70.15654100817406,109.67163705371196,0,Homing Launcher,WEAPON,HEAVY WEAPON,28424.63747860208
